id,choice,L_prob,R_prob,L_effort,R_effort,L_PD,R_PD,L_ED,R_ED,H,L_SV,R_SV,diff_SV,diff_prob,diff_effort,H_dichotomized,diff_ED,diff_PD
"5",0,70,50,20,15,.458406,.272532,.726149,.786628,0,9.986132,6.431434,-3.554698,-20,-5,"Low",.0604789,.1858742
"5",1,60,70,20,25,.353455,.458406,.726149,.67032,0,7.699823,9.218362,1.518539,10,5,"Low",.055829,.1049513
"5",1,40,50,25,30,.210136,.272532,.67032,.618783,.543564,4.225752,5.059145,.8333926,10,5,"Low",.0515366,.0623957
"5",0,60,50,10,20,.353455,.272532,.852144,.726149,0,9.035826,5.936961,-3.098865,-10,10,"Low",.1259947,.0809229
"5",1,30,60,20,20,.162026,.353455,.726149,.726149,0,3.529645,7.699823,4.170177,30,0,"Low",0,.1914289
"5",1,40,60,25,15,.210136,.353455,.67032,.786628,0,4.225752,8.341119,4.115366,20,-10,"Low",.1163079,.1433186
"5",0,70,50,30,15,.458406,.272532,.618783,.786628,0,8.509621,6.431434,-2.078187,-20,-15,"Low",.1678445,.1858742
"5",1,50,70,15,30,.272532,.458406,.786628,.618783,0,6.431434,8.509621,2.078187,20,15,"Low",.1678445,.1858742
"5",0,50,40,20,10,.272532,.210136,.726149,.852144,0,5.936961,5.371984,-.5649767,-10,-10,"Low",.1259947,.0623957
"5",0,60,30,20,20,.353455,.162026,.726149,.726149,0,7.699823,3.529645,-4.170177,-30,0,"Low",0,.1914289
"5",0,70,50,20,15,.458406,.272532,.726149,.786628,0,9.986132,6.431434,-3.554698,-20,-5,"Low",.0604789,.1858742
"5",0,50,40,20,10,.272532,.210136,.726149,.852144,0,5.936961,5.371984,-.5649767,-10,-10,"Low",.1259947,.0623957
"5",1,50,70,10,15,.272532,.458406,.852144,.786628,0,6.967088,10.81785,3.85076,20,5,"Low",.0655159,.1858742
"5",0,70,50,30,15,.458406,.272532,.618783,.786628,0,8.509621,6.431434,-2.078187,-20,-15,"Low",.1678445,.1858742
"5",0,70,60,25,10,.458406,.353455,.67032,.852144,0,9.218362,9.035826,-.1825361,-10,-15,"Low",.1818237,.1049513
"5",0,60,40,15,25,.353455,.210136,.786628,.67032,0,8.341119,4.225752,-4.115366,-20,10,"Low",.1163079,.1433186
"5",1,40,50,25,30,.210136,.272532,.67032,.618783,.543564,4.225752,5.059145,.8333926,10,5,"Low",.0515366,.0623957
"5",1,50,60,15,25,.272532,.353455,.786628,.67032,.503258,6.431434,7.107832,.6763988,10,10,"Low",.1163079,.0809229
"5",1,50,70,15,20,.272532,.458406,.786628,.726149,0,6.431434,9.986132,3.554698,20,5,"Low",.0604789,.1858742
"5",0,50,40,25,30,.272532,.210136,.67032,.618783,0,5.480506,3.900862,-1.579644,-10,5,"Low",.0515366,.0623957
"5",0,70,50,20,15,.458406,.272532,.726149,.786628,0,9.986132,6.431434,-3.554698,-20,-5,"Low",.0604789,.1858742
"5",0,70,50,20,15,.458406,.272532,.726149,.786628,0,9.986132,6.431434,-3.554698,-20,-5,"Low",.0604789,.1858742
"5",0,60,40,15,25,.353455,.210136,.786628,.67032,0,8.341119,4.225752,-4.115366,-20,10,"Low",.1163079,.1433186
"5",1,30,40,15,25,.162026,.210136,.786628,.67032,0,3.823619,4.225752,.4021332,10,10,"Low",.1163079,.0481103
"5",0,70,60,25,20,.458406,.353455,.67032,.726149,0,9.218362,7.699823,-1.518539,-10,-5,"Low",.055829,.1049513
"5",0,40,30,25,15,.210136,.162026,.67032,.786628,0,4.225752,3.823619,-.4021332,-10,-10,"Low",.1163079,.0481103
"5",1,50,70,15,30,.272532,.458406,.786628,.618783,0,6.431434,8.509621,2.078187,20,15,"Low",.1678445,.1858742
"5",1,30,60,20,20,.162026,.353455,.726149,.726149,0,3.529645,7.699823,4.170177,30,0,"Low",0,.1914289
"5",0,70,50,15,10,.458406,.272532,.786628,.852144,0,10.81785,6.967088,-3.85076,-20,-5,"Low",.0655159,.1858742
"5",0,40,30,30,15,.210136,.162026,.618783,.786628,.954434,3.900862,3.823619,-.0772424,-10,-15,"High",.1678445,.0481103
"5",0,50,40,25,30,.272532,.210136,.67032,.618783,0,5.480506,3.900862,-1.579644,-10,5,"Low",.0515366,.0623957
"5",1,50,60,20,10,.272532,.353455,.726149,.852144,0,5.936961,9.035826,3.098865,10,-10,"Low",.1259947,.0809229
"5",0,70,30,10,30,.458406,.162026,.852144,.618783,0,11.71883,3.007765,-8.711069,-40,20,"Low",.2333604,.2963803
"5",0,60,50,10,20,.353455,.272532,.852144,.726149,0,9.035826,5.936961,-3.098865,-10,10,"Low",.1259947,.0809229
"5",0,70,30,10,30,.458406,.162026,.852144,.618783,0,11.71883,3.007765,-8.711069,-40,20,"Low",.2333604,.2963803
"5",0,50,40,15,10,.272532,.210136,.786628,.852144,0,6.431434,5.371984,-1.059449,-10,-5,"Low",.0655159,.0623957
"5",0,60,40,15,25,.353455,.210136,.786628,.67032,0,8.341119,4.225752,-4.115366,-20,10,"Low",.1163079,.1433186
"5",0,40,30,25,10,.210136,.162026,.67032,.852144,0,4.225752,4.142077,-.0836754,-10,-15,"Low",.1818237,.0481103
"5",0,40,30,30,10,.210136,.162026,.618783,.852144,.918296,3.900862,4.142077,.2412155,-10,-20,"High",.2333604,.0481103
"5",0,40,30,30,10,.210136,.162026,.618783,.852144,.918296,3.900862,4.142077,.2412155,-10,-20,"High",.2333604,.0481103
"5",1,30,40,10,25,.162026,.210136,.852144,.67032,0,4.142077,4.225752,.0836754,10,15,"Low",.1818237,.0481103
"5",1,50,70,10,15,.272532,.458406,.852144,.786628,0,6.967088,10.81785,3.85076,20,5,"Low",.0655159,.1858742
"5",0,50,40,30,25,.272532,.210136,.618783,.67032,.543564,5.059145,4.225752,-.8333926,-10,-5,"Low",.0515366,.0623957
"5",0,60,50,30,15,.353455,.272532,.618783,.786628,.991076,6.561357,6.431434,-.1299233,-10,-15,"High",.1678445,.0809229
"5",0,60,50,25,15,.353455,.272532,.67032,.786628,.503258,7.107832,6.431434,-.6763988,-10,-10,"Low",.1163079,.0809229
"5",1,40,60,10,20,.210136,.353455,.852144,.726149,0,5.371984,7.699823,2.327838,20,10,"Low",.1259947,.1433186
"5",1,30,60,20,20,.162026,.353455,.726149,.726149,0,3.529645,7.699823,4.170177,30,0,"Low",0,.1914289
"5",0,50,40,15,10,.272532,.210136,.786628,.852144,0,6.431434,5.371984,-1.059449,-10,-5,"Low",.0655159,.0623957
"5",1,30,70,30,10,.162026,.458406,.618783,.852144,0,3.007765,11.71883,8.711069,40,-20,"Low",.2333604,.2963803
"5",1,40,50,25,30,.210136,.272532,.67032,.618783,.543564,4.225752,5.059145,.8333926,10,5,"Low",.0515366,.0623957
"5",1,40,60,10,20,.210136,.353455,.852144,.726149,0,5.371984,7.699823,2.327838,20,10,"Low",.1259947,.1433186
"5",1,50,60,15,30,.272532,.353455,.786628,.618783,.991076,6.431434,6.561357,.1299233,10,15,"High",.1678445,.0809229
"5",1,40,50,10,20,.210136,.272532,.852144,.726149,0,5.371984,5.936961,.5649767,10,10,"Low",.1259947,.0623957
"5",0,70,60,25,10,.458406,.353455,.67032,.852144,0,9.218362,9.035826,-.1825361,-10,-15,"Low",.1818237,.1049513
"5",1,50,70,15,30,.272532,.458406,.786628,.618783,0,6.431434,8.509621,2.078187,20,15,"Low",.1678445,.1858742
"5",1,40,50,10,15,.210136,.272532,.852144,.786628,0,5.371984,6.431434,1.059449,10,5,"Low",.0655159,.0623957
"5",1,40,50,10,20,.210136,.272532,.852144,.726149,0,5.371984,5.936961,.5649767,10,10,"Low",.1259947,.0623957
"5",0,40,30,30,15,.210136,.162026,.618783,.786628,.954434,3.900862,3.823619,-.0772424,-10,-15,"High",.1678445,.0481103
"5",0,60,40,20,10,.353455,.210136,.726149,.852144,0,7.699823,5.371984,-2.327838,-20,-10,"Low",.1259947,.1433186
"5",1,30,40,15,25,.162026,.210136,.786628,.67032,0,3.823619,4.225752,.4021332,10,10,"Low",.1163079,.0481103
"5",1,60,70,20,25,.353455,.458406,.726149,.67032,0,7.699823,9.218362,1.518539,10,5,"Low",.055829,.1049513
"5",1,50,60,15,30,.272532,.353455,.786628,.618783,.991076,6.431434,6.561357,.1299233,10,15,"High",.1678445,.0809229
"5",0,60,50,25,15,.353455,.272532,.67032,.786628,.503258,7.107832,6.431434,-.6763988,-10,-10,"Low",.1163079,.0809229
"5",0,40,30,25,10,.210136,.162026,.67032,.852144,0,4.225752,4.142077,-.0836754,-10,-15,"Low",.1818237,.0481103
"5",0,50,40,25,30,.272532,.210136,.67032,.618783,0,5.480506,3.900862,-1.579644,-10,5,"Low",.0515366,.0623957
"5",1,60,70,10,25,.353455,.458406,.852144,.67032,0,9.035826,9.218362,.1825361,10,15,"Low",.1818237,.1049513
"5",1,60,70,20,25,.353455,.458406,.726149,.67032,0,7.699823,9.218362,1.518539,10,5,"Low",.055829,.1049513
"5",1,30,60,20,20,.162026,.353455,.726149,.726149,0,3.529645,7.699823,4.170177,30,0,"Low",0,.1914289
"5",1,30,40,10,30,.162026,.210136,.852144,.618783,.918296,4.142077,3.900862,-.2412155,10,20,"High",.2333604,.0481103
"5",0,40,30,30,15,.210136,.162026,.618783,.786628,.954434,3.900862,3.823619,-.0772424,-10,-15,"High",.1678445,.0481103
"5",1,50,60,20,10,.272532,.353455,.726149,.852144,0,5.936961,9.035826,3.098865,10,-10,"Low",.1259947,.0809229
"6",1,50,30,20,10,.40657,.283654,.301194,.548812,0,3.673693,4.670179,.9964859,-20,-10,"Low",.2476174,.1229156
"6",1,70,50,25,15,.582748,.40657,.22313,.40657,0,3.900861,4.958967,1.058105,-20,-10,"Low",.1834395,.1761786
"6",0,70,30,15,10,.582748,.283654,.40657,.548812,.503258,7.107832,4.670179,-2.437654,-40,-5,"Low",.142242,.2990942
"6",0,40,60,10,20,.339596,.486752,.548812,.301194,0,5.591219,4.398209,-1.19301,20,10,"Low",.2476174,.1471567
"6",1,60,50,20,10,.486752,.40657,.301194,.548812,0,4.398209,6.693904,2.295695,-10,-10,"Low",.2476174,.0801826
"6",1,70,40,25,15,.582748,.339596,.22313,.40657,0,3.900861,4.142077,.2412157,-30,-10,"Low",.1834395,.2431527
"6",,60,50,20,30,.486752,.40657,.301194,.165299,0,4.398209,2.016165,-2.382044,-10,10,"Low",.1358953,.0801826
"6",1,40,50,20,10,.339596,.40657,.301194,.548812,0,3.068526,6.693904,3.625378,10,-10,"Low",.2476174,.0669741
"6",0,50,40,10,20,.40657,.339596,.548812,.301194,0,6.693904,3.068526,-3.625378,-10,10,"Low",.2476174,.0669741
"6",1,40,50,20,10,.339596,.40657,.301194,.548812,0,3.068526,6.693904,3.625378,10,-10,"Low",.2476174,.0669741
"6",1,60,40,30,25,.486752,.339596,.165299,.22313,0,2.413788,2.27322,-.140568,-20,-5,"Low",.0578313,.1471567
"6",1,70,60,20,15,.582748,.486752,.301194,.40657,0,5.265612,5.936961,.6713486,-10,-5,"Low",.1053754,.095996
"6",1,60,30,25,10,.486752,.283654,.22313,.548812,0,3.258273,4.670179,1.411906,-30,-15,"Low",.3256814,.2030982
"6",1,70,60,20,15,.582748,.486752,.301194,.40657,0,5.265612,5.936961,.6713486,-10,-5,"Low",.1053754,.095996
"6",1,40,30,30,10,.339596,.283654,.165299,.548812,0,1.684043,4.670179,2.986136,-10,-20,"Low",.3835127,.0559415
"6",1,70,50,25,15,.582748,.40657,.22313,.40657,0,3.900861,4.958967,1.058105,-20,-10,"Low",.1834395,.1761786
"6",1,60,50,25,15,.486752,.40657,.22313,.40657,0,3.258273,4.958967,1.700693,-10,-10,"Low",.1834395,.0801826
"6",1,70,40,25,15,.582748,.339596,.22313,.40657,0,3.900861,4.142077,.2412157,-30,-10,"Low",.1834395,.2431527
"6",0,40,50,25,30,.339596,.40657,.22313,.165299,0,2.27322,2.016165,-.2570548,10,5,"Low",.0578313,.0669741
"6",0,30,40,10,30,.283654,.339596,.548812,.165299,0,4.670179,1.684043,-2.986136,10,20,"Low",.3835127,.0559415
"6",0,50,60,15,25,.40657,.486752,.40657,.22313,0,4.958967,3.258273,-1.700693,10,10,"Low",.1834395,.0801826
"6",0,30,50,10,20,.283654,.40657,.548812,.301194,0,4.670179,3.673693,-.9964859,20,10,"Low",.2476174,.1229156
"6",1,60,30,25,10,.486752,.283654,.22313,.548812,0,3.258273,4.670179,1.411906,-30,-15,"Low",.3256814,.2030982
"6",1,60,40,25,15,.486752,.339596,.22313,.40657,0,3.258273,4.142077,.8838036,-20,-10,"Low",.1834395,.1471567
"6",0,40,60,10,20,.339596,.486752,.548812,.301194,0,5.591219,4.398209,-1.19301,20,10,"Low",.2476174,.1471567
"6",1,70,50,15,10,.582748,.40657,.40657,.548812,0,7.107832,6.693904,-.413928,-20,-5,"Low",.142242,.1761786
"6",0,30,50,15,30,.283654,.40657,.40657,.165299,0,3.459754,2.016165,-1.443588,20,15,"Low",.2412708,.1229156
"6",0,30,50,10,15,.283654,.40657,.548812,.40657,.503258,4.670179,4.958967,.2887878,20,5,"Low",.142242,.1229156
"6",1,70,50,25,15,.582748,.40657,.22313,.40657,0,3.900861,4.958967,1.058105,-20,-10,"Low",.1834395,.1761786
"6",0,40,60,20,30,.339596,.486752,.301194,.165299,0,3.068526,2.413788,-.6547379,20,10,"Low",.1358953,.1471567
"6",0,50,60,15,25,.40657,.486752,.40657,.22313,0,4.958967,3.258273,-1.700693,10,10,"Low",.1834395,.0801826
"6",1,40,30,30,10,.339596,.283654,.165299,.548812,0,1.684043,4.670179,2.986136,-10,-20,"Low",.3835127,.0559415
"6",1,60,40,30,25,.486752,.339596,.165299,.22313,0,2.413788,2.27322,-.140568,-20,-5,"Low",.0578313,.1471567
"6",0,30,50,15,30,.283654,.40657,.40657,.165299,0,3.459754,2.016165,-1.443588,20,15,"Low",.2412708,.1229156
"6",1,70,60,20,15,.582748,.486752,.301194,.40657,0,5.265612,5.936961,.6713486,-10,-5,"Low",.1053754,.095996
"6",0,50,60,10,20,.40657,.486752,.548812,.301194,0,6.693904,4.398209,-2.295695,10,10,"Low",.2476174,.0801826
"6",0,30,70,10,15,.283654,.582748,.548812,.40657,.503258,4.670179,7.107832,2.437654,40,5,"Low",.142242,.2990942
"6",0,30,50,15,30,.283654,.40657,.40657,.165299,0,3.459754,2.016165,-1.443588,20,15,"Low",.2412708,.1229156
"6",0,30,60,10,25,.283654,.486752,.548812,.22313,0,4.670179,3.258273,-1.411906,30,15,"Low",.3256814,.2030982
"6",1,70,40,25,15,.582748,.339596,.22313,.40657,0,3.900861,4.142077,.2412157,-30,-10,"Low",.1834395,.2431527
"6",0,40,60,25,30,.339596,.486752,.22313,.165299,0,2.27322,2.413788,.140568,20,5,"Low",.0578313,.1471567
"6",1,60,40,25,15,.486752,.339596,.22313,.40657,0,3.258273,4.142077,.8838036,-20,-10,"Low",.1834395,.1471567
"6",1,50,30,20,10,.40657,.283654,.301194,.548812,0,3.673693,4.670179,.9964859,-20,-10,"Low",.2476174,.1229156
"6",1,60,40,20,10,.486752,.339596,.301194,.548812,0,4.398209,5.591219,1.19301,-20,-10,"Low",.2476174,.1471567
"6",1,60,40,25,15,.486752,.339596,.22313,.40657,0,3.258273,4.142077,.8838036,-20,-10,"Low",.1834395,.1471567
"6",0,50,60,10,20,.40657,.486752,.548812,.301194,0,6.693904,4.398209,-2.295695,10,10,"Low",.2476174,.0801826
"6",0,50,30,15,10,.40657,.283654,.40657,.548812,.503258,4.958967,4.670179,-.2887878,-20,-5,"Low",.142242,.1229156
"6",1,60,40,30,20,.486752,.339596,.165299,.301194,0,2.413788,3.068526,.6547379,-20,-10,"Low",.1358953,.1471567
"6",0,50,70,10,15,.40657,.582748,.548812,.40657,0,6.693904,7.107832,.413928,20,5,"Low",.142242,.1761786
"6",0,70,30,10,30,.582748,.283654,.548812,.165299,0,9.59457,1.406631,-8.187939,-40,20,"Low",.3835127,.2990942
"6",0,70,30,10,30,.582748,.283654,.548812,.165299,0,9.59457,1.406631,-8.187939,-40,20,"Low",.3835127,.2990942
"6",1,70,30,15,10,.582748,.283654,.40657,.548812,.503258,7.107832,4.670179,-2.437654,-40,-5,"Low",.142242,.2990942
"6",1,30,70,30,10,.283654,.582748,.165299,.548812,0,1.406631,9.59457,8.187939,40,-20,"Low",.3835127,.2990942
"6",1,70,50,15,10,.582748,.40657,.40657,.548812,0,7.107832,6.693904,-.413928,-20,-5,"Low",.142242,.1761786
"6",1,60,40,30,20,.486752,.339596,.165299,.301194,0,2.413788,3.068526,.6547379,-20,-10,"Low",.1358953,.1471567
"6",1,50,60,30,20,.40657,.486752,.165299,.301194,0,2.016165,4.398209,2.382044,10,-10,"Low",.1358953,.0801826
"6",1,50,40,30,25,.40657,.339596,.165299,.22313,0,2.016165,2.27322,.2570548,-10,-5,"Low",.0578313,.0669741
"6",1,50,40,30,25,.40657,.339596,.165299,.22313,0,2.016165,2.27322,.2570548,-10,-5,"Low",.0578313,.0669741
"6",1,50,60,30,20,.40657,.486752,.165299,.301194,0,2.016165,4.398209,2.382044,10,-10,"Low",.1358953,.0801826
"6",1,50,30,15,10,.40657,.283654,.40657,.548812,.503258,4.958967,4.670179,-.2887878,-20,-5,"Low",.142242,.1229156
"6",1,40,30,30,10,.339596,.283654,.165299,.548812,0,1.684043,4.670179,2.986136,-10,-20,"Low",.3835127,.0559415
"6",0,40,60,15,25,.339596,.486752,.40657,.22313,0,4.142077,3.258273,-.8838036,20,10,"Low",.1834395,.1471567
"6",1,50,60,30,20,.40657,.486752,.165299,.301194,0,2.016165,4.398209,2.382044,10,-10,"Low",.1358953,.0801826
"6",0,40,70,15,25,.339596,.582748,.40657,.22313,0,4.142077,3.900861,-.2412157,30,10,"Low",.1834395,.2431527
"6",0,30,40,10,30,.283654,.339596,.548812,.165299,0,4.670179,1.684043,-2.986136,10,20,"Low",.3835127,.0559415
"6",0,50,70,15,25,.40657,.582748,.40657,.22313,0,4.958967,3.900861,-1.058105,20,10,"Low",.1834395,.1761786
"6",1,60,50,20,10,.486752,.40657,.301194,.548812,0,4.398209,6.693904,2.295695,-10,-10,"Low",.2476174,.0801826
"6",0,50,70,15,25,.40657,.582748,.40657,.22313,0,4.958967,3.900861,-1.058105,20,10,"Low",.1834395,.1761786
"6",1,50,30,30,15,.40657,.283654,.165299,.40657,0,2.016165,3.459754,1.443588,-20,-15,"Low",.2412708,.1229156
"6",0,40,60,10,20,.339596,.486752,.548812,.301194,0,5.591219,4.398209,-1.19301,20,10,"Low",.2476174,.1471567
"6",0,40,50,25,30,.339596,.40657,.22313,.165299,0,2.27322,2.016165,-.2570548,10,5,"Low",.0578313,.0669741
"6",0,40,70,15,25,.339596,.582748,.40657,.22313,0,4.142077,3.900861,-.2412157,30,10,"Low",.1834395,.2431527
"6",0,30,50,10,20,.283654,.40657,.548812,.301194,0,4.670179,3.673693,-.9964859,20,10,"Low",.2476174,.1229156
"6",0,50,60,10,20,.40657,.486752,.548812,.301194,0,6.693904,4.398209,-2.295695,10,10,"Low",.2476174,.0801826
"6",0,30,50,15,30,.283654,.40657,.40657,.165299,0,3.459754,2.016165,-1.443588,20,15,"Low",.2412708,.1229156
"6",1,60,50,20,10,.486752,.40657,.301194,.548812,0,4.398209,6.693904,2.295695,-10,-10,"Low",.2476174,.0801826
"6",0,30,60,10,25,.283654,.486752,.548812,.22313,0,4.670179,3.258273,-1.411906,30,15,"Low",.3256814,.2030982
"6",0,50,60,15,25,.40657,.486752,.40657,.22313,0,4.958967,3.258273,-1.700693,10,10,"Low",.1834395,.0801826
"6",0,50,70,15,25,.40657,.582748,.40657,.22313,0,4.958967,3.900861,-1.058105,20,10,"Low",.1834395,.1761786
"6",0,40,60,10,20,.339596,.486752,.548812,.301194,0,5.591219,4.398209,-1.19301,20,10,"Low",.2476174,.1471567
"6",0,60,70,15,20,.486752,.582748,.40657,.301194,0,5.936961,5.265612,-.6713486,10,5,"Low",.1053754,.095996
"6",0,60,70,15,20,.486752,.582748,.40657,.301194,0,5.936961,5.265612,-.6713486,10,5,"Low",.1053754,.095996
"6",1,60,40,30,25,.486752,.339596,.165299,.22313,0,2.413788,2.27322,-.140568,-20,-5,"Low",.0578313,.1471567
"6",0,40,60,20,30,.339596,.486752,.301194,.165299,0,3.068526,2.413788,-.6547379,20,10,"Low",.1358953,.1471567
"6",1,60,50,25,15,.486752,.40657,.22313,.40657,0,3.258273,4.958967,1.700693,-10,-10,"Low",.1834395,.0801826
"6",0,40,60,10,20,.339596,.486752,.548812,.301194,0,5.591219,4.398209,-1.19301,20,10,"Low",.2476174,.1471567
"6",1,30,70,30,10,.283654,.582748,.165299,.548812,0,1.406631,9.59457,8.187939,40,-20,"Low",.3835127,.2990942
"6",1,60,40,25,15,.486752,.339596,.22313,.40657,0,3.258273,4.142077,.8838036,-20,-10,"Low",.1834395,.1471567
"6",0,30,50,10,15,.283654,.40657,.548812,.40657,.503258,4.670179,4.958967,.2887878,20,5,"Low",.142242,.1229156
"6",1,50,40,30,25,.40657,.339596,.165299,.22313,0,2.016165,2.27322,.2570548,-10,-5,"Low",.0578313,.0669741
"6",1,40,50,20,10,.339596,.40657,.301194,.548812,0,3.068526,6.693904,3.625378,10,-10,"Low",.2476174,.0669741
"6",0,40,50,25,30,.339596,.40657,.22313,.165299,0,2.27322,2.016165,-.2570548,10,5,"Low",.0578313,.0669741
"6",1,50,30,30,15,.40657,.283654,.165299,.40657,0,2.016165,3.459754,1.443588,-20,-15,"Low",.2412708,.1229156
"6",1,40,50,20,10,.339596,.40657,.301194,.548812,0,3.068526,6.693904,3.625378,10,-10,"Low",.2476174,.0669741
"6",1,70,30,15,10,.582748,.283654,.40657,.548812,.503258,7.107832,4.670179,-2.437654,-40,-5,"Low",.142242,.2990942
"6",0,30,70,10,15,.283654,.582748,.548812,.40657,.503258,4.670179,7.107832,2.437654,40,5,"Low",.142242,.2990942
"6",1,60,40,30,20,.486752,.339596,.165299,.301194,0,2.413788,3.068526,.6547379,-20,-10,"Low",.1358953,.1471567
"6",0,30,50,10,15,.283654,.40657,.548812,.40657,.503258,4.670179,4.958967,.2887878,20,5,"Low",.142242,.1229156
"6",1,70,50,15,10,.582748,.40657,.40657,.548812,0,7.107832,6.693904,-.413928,-20,-5,"Low",.142242,.1761786
"6",1,60,50,25,15,.486752,.40657,.22313,.40657,0,3.258273,4.958967,1.700693,-10,-10,"Low",.1834395,.0801826
"6",1,70,50,15,10,.582748,.40657,.40657,.548812,0,7.107832,6.693904,-.413928,-20,-5,"Low",.142242,.1761786
"6",1,70,30,15,10,.582748,.283654,.40657,.548812,.503258,7.107832,4.670179,-2.437654,-40,-5,"Low",.142242,.2990942
"6",1,40,30,30,10,.339596,.283654,.165299,.548812,0,1.684043,4.670179,2.986136,-10,-20,"Low",.3835127,.0559415
"6",0,40,70,15,25,.339596,.582748,.40657,.22313,0,4.142077,3.900861,-.2412157,30,10,"Low",.1834395,.2431527
"6",0,70,30,10,30,.582748,.283654,.548812,.165299,0,9.59457,1.406631,-8.187939,-40,20,"Low",.3835127,.2990942
"6",1,60,30,25,10,.486752,.283654,.22313,.548812,0,3.258273,4.670179,1.411906,-30,-15,"Low",.3256814,.2030982
"6",1,40,50,20,10,.339596,.40657,.301194,.548812,0,3.068526,6.693904,3.625378,10,-10,"Low",.2476174,.0669741
"6",1,30,70,30,10,.283654,.582748,.165299,.548812,0,1.406631,9.59457,8.187939,40,-20,"Low",.3835127,.2990942
"6",1,60,30,25,10,.486752,.283654,.22313,.548812,0,3.258273,4.670179,1.411906,-30,-15,"Low",.3256814,.2030982
"6",1,50,30,20,10,.40657,.283654,.301194,.548812,0,3.673693,4.670179,.9964859,-20,-10,"Low",.2476174,.1229156
"6",0,60,70,15,20,.486752,.582748,.40657,.301194,0,5.936961,5.265612,-.6713486,10,5,"Low",.1053754,.095996
"6",0,60,50,20,30,.486752,.40657,.301194,.165299,0,4.398209,2.016165,-2.382044,-10,10,"Low",.1358953,.0801826
"6",0,60,50,20,30,.486752,.40657,.301194,.165299,0,4.398209,2.016165,-2.382044,-10,10,"Low",.1358953,.0801826
"6",1,50,30,15,10,.40657,.283654,.40657,.548812,.503258,4.958967,4.670179,-.2887878,-20,-5,"Low",.142242,.1229156
"6",1,70,50,15,10,.582748,.40657,.40657,.548812,0,7.107832,6.693904,-.413928,-20,-5,"Low",.142242,.1761786
"6",0,40,60,20,30,.339596,.486752,.301194,.165299,0,3.068526,2.413788,-.6547379,20,10,"Low",.1358953,.1471567
"6",1,60,40,30,25,.486752,.339596,.165299,.22313,0,2.413788,2.27322,-.140568,-20,-5,"Low",.0578313,.1471567
"6",0,40,60,15,25,.339596,.486752,.40657,.22313,0,4.142077,3.258273,-.8838036,20,10,"Low",.1834395,.1471567
"6",0,40,60,25,30,.339596,.486752,.22313,.165299,0,2.27322,2.413788,.140568,20,5,"Low",.0578313,.1471567
"6",1,50,30,20,10,.40657,.283654,.301194,.548812,0,3.673693,4.670179,.9964859,-20,-10,"Low",.2476174,.1229156
"6",0,50,40,10,20,.40657,.339596,.548812,.301194,0,6.693904,3.068526,-3.625378,-10,10,"Low",.2476174,.0669741
"6",0,30,50,10,15,.283654,.40657,.548812,.40657,.503258,4.670179,4.958967,.2887878,20,5,"Low",.142242,.1229156
"6",1,50,60,30,20,.40657,.486752,.165299,.301194,0,2.016165,4.398209,2.382044,10,-10,"Low",.1358953,.0801826
"6",1,70,50,15,10,.582748,.40657,.40657,.548812,0,7.107832,6.693904,-.413928,-20,-5,"Low",.142242,.1761786
"6",0,60,70,15,20,.486752,.582748,.40657,.301194,0,5.936961,5.265612,-.6713486,10,5,"Low",.1053754,.095996
"6",1,50,30,15,10,.40657,.283654,.40657,.548812,.503258,4.958967,4.670179,-.2887878,-20,-5,"Low",.142242,.1229156
"6",1,30,70,30,10,.283654,.582748,.165299,.548812,0,1.406631,9.59457,8.187939,40,-20,"Low",.3835127,.2990942
"6",0,30,60,10,25,.283654,.486752,.548812,.22313,0,4.670179,3.258273,-1.411906,30,15,"Low",.3256814,.2030982
"6",0,40,60,25,30,.339596,.486752,.22313,.165299,0,2.27322,2.413788,.140568,20,5,"Low",.0578313,.1471567
"6",0,50,40,10,20,.40657,.339596,.548812,.301194,0,6.693904,3.068526,-3.625378,-10,10,"Low",.2476174,.0669741
"6",0,40,70,15,25,.339596,.582748,.40657,.22313,0,4.142077,3.900861,-.2412157,30,10,"Low",.1834395,.2431527
"6",1,70,50,15,10,.582748,.40657,.40657,.548812,0,7.107832,6.693904,-.413928,-20,-5,"Low",.142242,.1761786
"6",1,60,40,20,10,.486752,.339596,.301194,.548812,0,4.398209,5.591219,1.19301,-20,-10,"Low",.2476174,.1471567
"6",1,60,50,20,10,.486752,.40657,.301194,.548812,0,4.398209,6.693904,2.295695,-10,-10,"Low",.2476174,.0801826
"6",0,50,70,15,25,.40657,.582748,.40657,.22313,0,4.958967,3.900861,-1.058105,20,10,"Low",.1834395,.1761786
"6",0,30,40,10,30,.283654,.339596,.548812,.165299,0,4.670179,1.684043,-2.986136,10,20,"Low",.3835127,.0559415
"6",1,50,30,20,10,.40657,.283654,.301194,.548812,0,3.673693,4.670179,.9964859,-20,-10,"Low",.2476174,.1229156
"6",1,40,30,30,10,.339596,.283654,.165299,.548812,0,1.684043,4.670179,2.986136,-10,-20,"Low",.3835127,.0559415
"6",0,30,50,10,20,.283654,.40657,.548812,.301194,0,4.670179,3.673693,-.9964859,20,10,"Low",.2476174,.1229156
"6",1,40,50,20,10,.339596,.40657,.301194,.548812,0,3.068526,6.693904,3.625378,10,-10,"Low",.2476174,.0669741
"6",1,60,40,30,25,.486752,.339596,.165299,.22313,0,2.413788,2.27322,-.140568,-20,-5,"Low",.0578313,.1471567
